5.045.583,5.379.063,5.402.487,5.900.233,6379.35,6.580.474,6.647.485,6.710.511,6.724.097,6.804.681,7.062.749,7.652.035,7.685.446,7.793.207,7.843.037,8.012.412,8.467.434,9.427.083,9.671.001,10.745.163,13.306.221,13.804.314,13.950.183,15474.47,15.524.974,15.598.549,16.722.359,17301.42,17.328.427,17338.34,17.673.681,17.723.207,19.344.497,clase
0,0,0,0,0,0,0,4.331,0,0,0,0,1.204,0,0,3.552,2.619,0,0,0,0.781,0,0,0.106,0,0.141,0.09,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5.056,0,0,0,0,0,0,12.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.597,0,0,0,0,0,0,0,0,82.175,100,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0.049,0,0,0.041,0,1
1.946,0,0,0,0,0,0,0,4.819,4.823,4.628,0,0,0,0,10.473,0,0,0,0,0.499,0,0,0.05,0,0.071,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4.979,12.011,23.027,0,0,0,0,0,0,0.186,0.483,0,0.091,0,0,0,0,0,0,0,0,0,0,1
1.986,0,0,0,0,0,0,2.665,6.687,0,0,8.364,29.003,0,0,6.336,0,0,0,0.187,0.363,0,0,0,0,0,0,0,0,0,0,0,0.078,1
3.284,0.497,0.59,0,0,0,0,0,0,0,0,72.078,100,5.006,0,0,0,0,0,0,0.141,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5.731,6.718,10.234,0,28.536,0,0,5.375,0.592,0,0,0,0,0,0.128,0,0,0,0,0.061,0,0,0,0,0,1
0,0,0,0,0,0,0.482,0,4.238,0,0.83,0,0,0,0,8.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0.063,1
0,0,0,0,0,0,0,0,5.781,0,0,7.261,22.619,0,0,0,0,0,0,0,0,0,0.099,0,0,0,0,0.049,0,0.07,0,0,0,1
0,0,0,0,0,0,0,0,7.477,0,0,0,0.754,0,0,6.962,3.88,0,0,0,0.746,0,0,0.193,0,0.304,0,0,0,0,0,0,0,0
0,3.446,2.12,0,0,0,1.116,3.169,4.308,3.57,0,0,0,0,0,12.064,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0
0,1.191,0,0,0,0,0,0,0,0,0,58.046,94.27,5.581,0,0.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.299,0,0,0,0,0,0,0,0,0,0,0,0,0,27.031,0,0,0,0.256,0.525,0,0,0,0.086,0,0,0,0,0,0,0,0,0
7.699,0,0,0,0,1.357,0,3.237,0,0,2.393,0,0,0,0,10.079,0,0,0,0,0.608,0,0,0,0,0,0,0,0,0,0,0,0,0
29.22,0,0,0,0,0,1.274,4.001,0,0,0,0,0,0,0,6.809,3.761,0,0,0,0,0,0,0.276,0,0,0,0,0,0,0,0,0,0
4.954,4.349,2.509,0,0,0,0,1.845,0,1.381,0,0,0,0,0,8.007,3.59,0,0,0,0.306,0,0,0,0,0.051,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2.01,0,0,0,0,80.482,0,0,3.725,0,0,0,0,0.419,0,0.113,0,0,0.172,0,0.053,0.106,0.075,0,0,0.047,1
4.048,0,0,0,0,0,1.128,6.725,7.233,0,0,0,0,0,0,15.872,0,0,0,0.132,0,0.081,0,0.087,0,0.092,0.046,0,0,0,0,0,0,0
2.767,0,0,0,0,0,0.797,0,4.648,0,4.386,0,0,0,0,10.222,0,0,0,0.269,0,0,0,0.056,0,0,0.038,0,0,0,0,0,0,0
3.352,0,0,0,0,0,0,3.008,0,0,0,0,11.493,0,0,3.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.33,0,0.37,0,0,0,0,0,5.059,0,0,0,0,0,0,12.874,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,1
2.79,0,0,0,0,0.54,1.108,4.737,6.271,7.808,0,0,0,0,0,17.519,2.235,0,0,0,0.321,0,0,0.043,0.042,0,0.032,0,0,0,0,0,0,0
3.514,0.581,0.573,0,0,0,1.42,4.947,7.279,0,0,0,0,0,0,21.045,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.521,0,0,5.387,0,0,0,0,0,0,5.882,0,0,0,0,0.596,0,0,0,0.135,0,0,0,0,0,0,0,0,0
4.14,1.111,0,0,0,0.495,0,0,6.371,7.88,0,0,0,0,0,29.108,0,0,0,0.168,0.441,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.217,0,0,0,0,0,3.125,0,0,4.96,0,0,0,0,18.986,1.994,0,0,0,0.249,0.085,0,0,0,0.069,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.313,0,0,0,0,5.157,0,0,15.169,1.236,0,0,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,2.996,0,0,0,0,0,0,0,9.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.91,0,0,0,0,0,0,0,0,9.948,0,4.107,0,0,2.38,0,0,0,0,0,0,0,0,0,0.284,0,0,0,0,0,0,0.09,1
0,0,0,0,0,0,0,0,0,0,0,0,10.763,0,0,9.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,1
0,0,0,0,0,0,0,0,0,0,0,0,16.278,0,0,5.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,7.534,0,0,0,0,0,0,0,4.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.443,0,0,0,0,0,5.717,3.465,0,0,0,0,0,5.673,2.767,0,0,0.446,0.689,0.107,0,0.194,0,0.276,0,0,0,0,0,0,0,0
2.976,0,0,0,0,0,0,0,0,0,0,3.251,4.064,0,0,4.508,0,0,0,0,0,0,0,0,0,0.095,0.067,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5.859,0,5.399,0,3.673,0,0,25.348,1.418,0,0,0.157,0.303,0,0,0,0,0,0.059,0,0,0,0,0,0,0
