5.045.583,5.379.063,5.402.487,5.900.233,6379.35,6.580.474,6.647.485,6.710.511,6.724.097,6.804.681,7.062.749,7.652.035,7.685.446,7.793.207,7.843.037,8.012.412,8.467.434,9.427.083,9.671.001,10.745.163,13.306.221,13.804.314,13.950.183,15474.47,15.524.974,15.598.549,16.722.359,17301.42,17.328.427,17338.34,17.673.681,17.723.207,19.344.497,clase
2.31,0,0,0,0,0,0,0,0,0,5.68,6.17,15.15,0,0.16,2.91,0,0.14,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,1
2.52,0,0,0,2.12,0,0,0,0,5.42,0,3.92,12.82,0,0,0,0.42,0.17,0,0,0.11,0,0,0,0,0,0.03,0,0,0,0,0,0,1
0,0,0,0,1.08,0,0,0,0,0,0,5.38,12.99,0,0.3,7.16,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0.04,0.04,0.03,1
3.22,0,0,0,0.69,0,0,5.93,0,0,5.81,6.87,17.2,0.41,0.45,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.06,0,0,1
3.85,0,0,0,0,0,0,0,0,5.78,0,5.61,16.04,1.12,0,0,0,0,0,0,0,0,0.09,0.04,0,0.04,0,0,0,0,0,0,0,1
3.9,0,0,0,3.17,0,0,0,0,0,5.38,1.61,6.66,0,0,14.68,0,0.34,0,0,0,0,0,0,0,0.04,0,0.04,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,8.45,23.99,0,0,4,0,0,0,0,0,0.05,0.16,0,0,0,0,0,0,0,0,0.04,0,1
3.25,0,0,0,0,0,0,0,0,0,0,0,5.48,0.65,0,0,0,0.27,0,0,0.2,0,0.11,0,0,0,0.03,0,0,0,0,0,0,1
3.25,0,0,0,3.57,0,0,0,0,6.18,5.32,0,1,0.49,0.98,8.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,1
2.97,0,0,0,0,0,0,0,0,0,0,1.11,3.83,0,0,7.65,0,0.34,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.03,0.03,1
0,0,0,0,0,0,0,0,0,0,0,4.02,11.03,0,0,4.88,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,10.2,0,0,0,0,0.11,0,0,0,0,0,0.05,0,0,0,0,0,0,1
2.92,0,0,0,1.48,0,0,0,0,0,0,0.86,3.73,0.82,0.3,9.31,0,0.4,0,0,0.19,0,0,0,0,0,0,0,0,0,0.05,0.04,0,1
0,0,0,0,2.36,0,0,0,0,7.64,7.55,0,1.66,0.37,0,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.66,0,0,0,0,0,0,0,0,0,0,0,7.26,0,0.35,4.24,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,1
0,0,0,0,0.31,0,0,0,0,0,0,8.2,21.21,0,0.49,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.03,0.03,0,0.02,1
0,1.12,0,0.37,0,0,0,0,0,5.34,0,16.83,47.31,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0.03,0,0.04,0,0,0,0.03,1
0,0,0,0,0,0,0,0,0,0,4.7,2.58,7.74,0.25,0,3.77,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,1
0,0.35,0,0,0,0,0,0,0,6.76,0,0,1.98,0,0,3.96,0,0,0,0,0.24,0,0.05,0,0,0,0,0,0,0,0.03,0,0,0
0,0,0,0,0.75,0,0.86,0,10.54,0,0,0,0,0,0,9.18,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0
4.64,0,0,1.16,0,0,0,0,11.92,6.56,4.69,0,1.05,2.3,0,0,0,0.2,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,19.36,0.43,0,0,0,0,0.14,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6.84,4.04,0.86,5.75,0,0,2.72,0.46,0,0.26,0,0.08,0,0,0,0,0,0,0,0.03,0,0,0,0,0
0,0,0,1.3,0,0,0,0,0,6.92,0,0,5.64,0,0,10.53,0,0,0,0,0.28,0,0.08,0.04,0,0,0.04,0,0,0,0,0,0,0
3.42,0,0,0,0,0,0,0,12.61,0,0,0,3.28,1.81,0,9.34,0,0,0,0,0.8,0.06,0,0,0.07,0,0.11,0,0,0,0.03,0,0,0
2.23,0.34,0,0,0.78,0,0,0,0,0,4.73,0,4.19,0,0,2.57,0,0.41,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0.03,1
3.39,0,0,0,0,0,0.43,0,0,0,0,0,1.21,0,0,9.84,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,23.92,1.75,0,3.34,0,0.13,0.1,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2.41,0,0,0,11.8,0,5.13,0,0,0,1.86,9.63,0,0,0,0,0.83,0.21,0,0,0.05,0.11,0.06,0,0,0,0,0,0,0
3.08,0,0,0,0,0,0,0,10.7,0,0,0,6.37,0,0,8.25,0,0,0,0,0,0.06,0,0,0,0,0.04,0,0,0,0,0.03,0.03,0
0,0,0,0,0,0,0,0,0,0,3.98,3.41,12.95,0.31,0,5.81,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
4.3,0,0,0,0,0,0,0,0,7.09,0,0,2.83,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.86,0,11.46,6.1,3.79,0,0,0,0,13.58,0,0,0.17,0,0.67,0,0,0,0,0.05,0,0,0,0,0,0,0,0
2.28,0,0,0,0.85,0,0,0,0,6.28,3.97,1.1,6.44,0,0,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,1
2.98,0,0,0,0,0,0,0,0,0,6.3,0,14.35,0,0,6.42,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0.03,0.02,1
0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,4.85,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,1
5.009,0,0,0.724,0,0,0,0,0,7.732,0,0,3.607,0,0,6.554,0,0,0,0.237,0,0,0,0,0.145,0.195,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5.545,0,25.131,51.989,0,0,1.89,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4.127,0,0,0.424,0,0,9.625,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,22.855,27.22,0,0,0,0,0,0,0,0.666,0,0,0,0,0,0,0.067,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3.242,0,100,41.444,0,0,0,0,0,0,0,0.191,0,0,0,0,0,0,0,0.062,0.047,0.067,0,0,1
0,0,0,0,0,0,0,0,6.291,0,0,0,4.664,0,0,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4.416,0,0,0,0,0,7.687,0,0,0,0,0.634,0,0,0.042,0,0.056,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,13.601,42.024,0,0,0,0,0,0,0.174,0,0,0,0,0,0,0,0.038,0,0.057,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,23.818,0,0,4.214,0,0,0,0.215,0.535,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.671,10.244,0,0,6.746,1.474,0,0,0,0.511,0,0,0,0,0,0,0,0,0,0,0,0,1
0.978,0,0,0,0,0,0,0,0,0,0,100,85.617,0,0,0,0,0,0,0,0.124,0,0,0,0,0,0,0,0,0.048,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,5.685,0,0,3.668,0,0,0,0.167,0.737,0,0,0,0,0,0,0,0,0,0,0,0,1
1.78,0,0,0.426,0,0,0,0,0,0,0,0,2.166,0,0,2.931,0,0,0,0,0,0,0,0,0,0.079,0,0,0,0,0,0,0,0
