,atributos,mean class 1,mean class 2,p value kruskal,p value mannwhitneyu,p value t estudent,sd class 1,sd class 2
0,5028.364,7.045399999999999,0.0,3.8089619770468034e-05,2.275298407565911e-05,2.4029056861947908e-14,0.9753868155762618,0.0
1,5228.485,1.6743999999999999,0.0,0.029298294404550906,0.01679484038138844,0.024769558804109703,2.0507128126580767,0.0
2,5736.22,0.0,10.8133,2.0078656124264935e-05,1.214087366237738e-05,1.1079406530993511e-20,0.0,0.6560999999999998
3,6766.783,14.972,0.0,3.8089619770468034e-05,2.275298407565911e-05,5.189899705505783e-12,2.8365091221429206,0.0
