1.0,0.0,5.389,6.041,5.602,6.249,5.207,4.103,4.664,4.782,0.0,4.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.391,4.448,0.0,0.0,0.0,0.0,0.0,0.0,9.12,0.0,98.007,53.474,0.0,0.0,17.288,0.0,0.0,9.902,11.429,0.0,0.0,12.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,5.389,6.041,5.602,6.249,5.207,4.103,4.664,4.782,0.0,4.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.391,4.448,0.0,0.0,0.0,0.0,0.0,0.0,9.12,0.0,98.007,53.474,0.0,0.0,17.288,0.0,0.0,9.902,11.429,0.0,0.0,12.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,8.833,0.0,0.0,0.0,8.24,7.594,0.0,7.347,0.0,7.192,7.122,7.083,6.208,6.462,5.888,5.056,5.381,5.694,4.358,4.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.322,45.338,37.451,0.0,12.486,11.498,9.952,0.0,0.0,0.0,10.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,8.833,0.0,0.0,0.0,8.24,7.594,0.0,7.347,0.0,7.192,7.122,7.083,6.208,6.462,5.888,5.056,5.381,5.694,4.358,4.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.322,45.338,37.451,0.0,12.486,11.498,9.952,0.0,0.0,0.0,10.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,5.389,6.041,5.602,6.249,5.207,4.103,4.664,4.782,0.0,4.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.391,4.448,0.0,0.0,0.0,0.0,0.0,0.0,9.12,0.0,98.007,53.474,0.0,0.0,17.288,0.0,0.0,9.902,11.429,0.0,0.0,12.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,5.389,6.041,5.602,6.249,5.207,4.103,4.664,4.782,0.0,4.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.391,4.448,0.0,0.0,0.0,0.0,0.0,0.0,9.12,0.0,98.007,53.474,0.0,0.0,17.288,0.0,0.0,9.902,11.429,0.0,0.0,12.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,5.389,6.041,5.602,6.249,5.207,4.103,4.664,4.782,0.0,4.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.391,4.448,0.0,0.0,0.0,0.0,0.0,0.0,9.12,0.0,98.007,53.474,0.0,0.0,17.288,0.0,0.0,9.902,11.429,0.0,0.0,12.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,8.833,0.0,0.0,0.0,8.24,7.594,0.0,7.347,0.0,7.192,7.122,7.083,6.208,6.462,5.888,5.056,5.381,5.694,4.358,4.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.322,45.338,37.451,0.0,12.486,11.498,9.952,0.0,0.0,0.0,10.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,5.389,6.041,5.602,6.249,5.207,4.103,4.664,4.782,0.0,4.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.391,4.448,0.0,0.0,0.0,0.0,0.0,0.0,9.12,0.0,98.007,53.474,0.0,0.0,17.288,0.0,0.0,9.902,11.429,0.0,0.0,12.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,8.833,0.0,0.0,0.0,8.24,7.594,0.0,7.347,0.0,7.192,7.122,7.083,6.208,6.462,5.888,5.056,5.381,5.694,4.358,4.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.322,45.338,37.451,0.0,12.486,11.498,9.952,0.0,0.0,0.0,10.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
