id,5001.39,5006.943,5011.649,5018.83,5028.364,5035.7,5046.739,5052.357,5059.991,5077.357,5088.899,5095.755,5104.964,5132.023,5145.996,5159.607,5176.829,5197.891,5206.47,5228.485,5240.623,5502.682,5609.079,5629.498,5709.714,5736.22,5757.142,5784.986,6064.171,6191.792,6284.946,6667.828,6706.683,6727.916,6745.48,6766.783,6776.453,6796.275,6807.608,6817.967,6833.147,6837.218,6844.821,6859.658,6931.126,7025.321,7046.214,7080.132,7190.43,7358.645,7657.407,7689.052,7779.215,7842.431,7907.607,7920.797,7946.247,8014.493,8038.667,8046.259,8054.491,8067.698,8083.131,8116.861,8167.46,8269.052,8790.33,8917.643,9101.042,9438.276,9562.805,11191.709,11210.877,11235.631,13382.283,13425.045,13524.186,13541.091,13583.601,13590.325,13620.511,13633.22,13685.195,clase
1.0,0.0,5.389,6.041,5.602,6.249,5.207,4.103,4.664,4.782,0.0,4.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.391,4.448,0.0,0.0,0.0,0.0,0.0,0.0,9.12,0.0,98.007,53.474,0.0,0.0,17.288,0.0,0.0,9.902,11.429,0.0,0.0,12.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,5.389,6.041,5.602,6.249,5.207,4.103,4.664,4.782,0.0,4.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.391,4.448,0.0,0.0,0.0,0.0,0.0,0.0,9.12,0.0,98.007,53.474,0.0,0.0,17.288,0.0,0.0,9.902,11.429,0.0,0.0,12.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,8.833,0.0,0.0,0.0,8.24,7.594,0.0,7.347,0.0,7.192,7.122,7.083,6.208,6.462,5.888,5.056,5.381,5.694,4.358,4.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.322,45.338,37.451,0.0,12.486,11.498,9.952,0.0,0.0,0.0,10.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,8.833,0.0,0.0,0.0,8.24,7.594,0.0,7.347,0.0,7.192,7.122,7.083,6.208,6.462,5.888,5.056,5.381,5.694,4.358,4.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.322,45.338,37.451,0.0,12.486,11.498,9.952,0.0,0.0,0.0,10.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,5.389,6.041,5.602,6.249,5.207,4.103,4.664,4.782,0.0,4.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.391,4.448,0.0,0.0,0.0,0.0,0.0,0.0,9.12,0.0,98.007,53.474,0.0,0.0,17.288,0.0,0.0,9.902,11.429,0.0,0.0,12.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,5.389,6.041,5.602,6.249,5.207,4.103,4.664,4.782,0.0,4.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.391,4.448,0.0,0.0,0.0,0.0,0.0,0.0,9.12,0.0,98.007,53.474,0.0,0.0,17.288,0.0,0.0,9.902,11.429,0.0,0.0,12.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,5.389,6.041,5.602,6.249,5.207,4.103,4.664,4.782,0.0,4.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.391,4.448,0.0,0.0,0.0,0.0,0.0,0.0,9.12,0.0,98.007,53.474,0.0,0.0,17.288,0.0,0.0,9.902,11.429,0.0,0.0,12.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,8.833,0.0,0.0,0.0,8.24,7.594,0.0,7.347,0.0,7.192,7.122,7.083,6.208,6.462,5.888,5.056,5.381,5.694,4.358,4.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.322,45.338,37.451,0.0,12.486,11.498,9.952,0.0,0.0,0.0,10.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,5.389,6.041,5.602,6.249,5.207,4.103,4.664,4.782,0.0,4.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.391,4.448,0.0,0.0,0.0,0.0,0.0,0.0,9.12,0.0,98.007,53.474,0.0,0.0,17.288,0.0,0.0,9.902,11.429,0.0,0.0,12.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
