masa,time,Intens.,SN,Quality Fac.,Res.,Area,Rel. Intens.,FWHM,Chi^2,Bk. Peak
5011.6492671712085,47930.44881219178,2492.294108289312,48.02045762711017,,2406.3885983841396,9265.225109701243,0.05389029431274229,2.0826433729516793,,0
5018.830294886843,47964.464952190334,2793.808096972096,53.829900288538575,,1335.0633219561346,19799.14375291704,0.06040986097844251,3.759245132682736,,0
5028.364047078378,48009.58782510676,2590.8012129137715,49.91845041530282,,3584.1399592698067,6474.6360433863765,0.05602029046466192,1.4029485746150385,,0
5035.537923402747,48043.51298862926,2890.0354537429157,55.68396786949261,,808.8867472899317,29159.90433694686,0.062490562674148944,6.225269409189423,,0
5045.67564645026,48091.41250986364,2407.8898963652573,46.39419334763846,,1158.6894991065121,17748.15395987703,0.05206524172095789,4.354640005230976,,0
5052.356769997518,48122.953421637554,1897.450614125799,36.55926742839495,,3178.5276703735763,6332.359984443125,0.0410281321530384,1.5895273830992664,,0
5059.707819203947,48157.63263241685,2156.9406582295014,41.55901068746473,,1301.6041150118645,18741.076043823898,0.04663902486488351,3.8872862807120323,,0
5077.270866667536,48240.38484958015,2211.651636344146,42.61315842931987,,688.5362537307363,26751.357701143854,0.04782202758632394,7.374006581580943,,0
5095.275419304321,48325.067248652784,2017.0652948351071,38.86395197083214,,1108.0742122198947,20090.39781046655,0.04361453250045721,4.598316036158394,,0
5106.40763036453,48377.35069844203,1828.728005263607,35.23514957411952,,1226.3311395761364,14685.169888036673,0.039542159207387524,4.1639712680944285,,0
5132.543885722827,48499.87604569785,1355.2466370672319,26.112312946179767,,1163.39133213723,12912.257279205774,0.029304181996416812,4.411708892736897,,0
5141.989039761624,48544.07680787219,1273.15672844252,24.53063967350487,,1692.9973896434258,7819.71441061819,0.0275291710451899,3.0372102586907204,,0
5148.175842958721,48573.00712906204,1273.5232339851937,24.53770134565003,,1475.57605613652,7240.745140572211,0.027537095909071833,3.4889261190901384,,0
5154.470516167079,48602.42383491448,1237.9937320492554,23.853134088297676,,897.0077274207634,13773.227459966545,0.026768849774017132,5.746294439389203,,0
5168.264111106127,48666.82159991631,946.4297799967699,18.23540447983692,,1304.3322104157983,5802.2767501593125,0.020464430430073965,3.9623832562247117,,0
5178.714837509424,48715.55478644383,923.1500098018932,17.78685981791528,,1266.5832174282962,7069.88795206705,0.01996105738787871,4.088728451672068,,0
5201.972938229408,48823.83243983923,1200.508585593825,23.13088630822145,,1364.816011239047,8154.533428937027,0.025958317193564194,3.8114829364485563,,0
5208.746657559784,48855.32133415013,869.7067698998235,16.75713831408588,,2332.263785465987,4196.024653456694,0.018805466674178435,2.2333437109555234,,0
5215.94691627445,48888.77039172481,919.9943938553079,17.726058758623584,,626.3608614413419,9607.952940581907,0.0198928242401399,8.327383202507008,,0
5231.594801513836,48961.38282310861,689.9541448506807,13.293741564149741,,1195.1476796072893,4212.935372579275,0.014918717580173903,4.377362639596868,,0
5248.324746377629,49038.89513198386,494.9751078578611,9.536968816925656,,1968.4673794460396,2430.5369266997222,0.010702731331436049,2.666198485775567,,0
5253.989449177782,49065.11223122791,530.3425684416852,10.218413930764871,,2254.2537569666724,2618.1850644055185,0.011467473684121234,2.3307000966242413,,0
5259.736140278663,49091.69419155566,380.5178361930448,7.331655027588188,,2019.1712204763342,1645.9501668322243,0.008227848437103726,2.6048985281386194,,0
5273.903293731709,49157.163311703254,741.7543923474404,14.291806592558185,,1121.0612086080373,5205.642235374797,0.016038782252231952,4.704384785804904,,0
5293.302135863064,49246.66506139445,341.88553580611006,6.587304375873996,,1516.6644144431878,1345.896456153292,0.007392511214700556,3.4900945030785806,,0
5297.383845487138,49265.47600161179,296.4035538070766,5.710976986535225,,2439.588918386111,1267.0503092806755,0.006409064924111228,2.1714247861855256,,0
5321.18525811686,49375.02144899517,482.0827641807591,9.288564649375239,,949.79636745001,3495.866958941755,0.01042396319053757,5.602448525259206,,0
5336.6442435608915,49446.038474485365,332.1684015013252,6.400078785367688,,1157.4674807351128,1927.3273654294683,0.007182399885616392,4.610621319720849,,0
5365.695187865745,49579.21491894588,997.725542985334,19.223749316367222,,750.8166149517865,10628.773479412166,0.02157358675125462,7.146479021658706,,0
5379.970026206112,49644.52067144728,484.3707831058746,9.33264922008385,,2009.9315480239823,2420.0342002794396,0.010473436490200516,2.676693159772185,,0
5385.535147536615,49669.95674039089,503.7493927775595,9.706027988470934,,1293.9272788562027,2532.3053785837333,0.010892455648134356,4.162162152031669,,0
5463.844583608646,50026.48115146591,404.2424886526005,7.788771490834973,,1473.7702282042912,1917.3054738814672,0.008740841064763772,3.707392427289051,,0
5502.545250410556,50201.72291237863,3422.223764713315,65.93794477839714,,579.1233008192182,46621.40907514225,0.07399794641855044,9.501508992345407,,0
5515.972851387088,50262.37929244485,1310.5023173181253,25.25019851778245,,1684.4928147238275,8260.327077105892,0.028336686004638425,3.2745600356220166,,0
5522.1247166526055,50290.14413930182,1069.5416115881817,20.60747063072518,,1024.9784713808824,8643.349494967897,0.023126448855498014,5.387551905566396,,0
5541.881068023653,50379.203792365246,363.14960359085853,6.99701134530482,,1197.658081631074,1616.8312600428264,0.007852299193733557,4.627264787021886,,0
5595.932252296766,50622.04472388596,793.1111155958861,15.281325985320368,,799.5468013965549,6340.699170495692,0.017149256702896392,6.998880168768665,,0
5609.079071453629,50680.931328057995,2492.9974414903463,48.034009150610416,,700.5432137248752,35683.326321238244,0.05390550232253439,8.006756701887753,,0
